,filename,group,outliers,idf,algorithm,AMI,Sil,CH,DB,iXB,iPS,irCIP,TS
0,dataS/base/arff/base_data_16.arff,base,normal,0,dSalmon,0.947543939274391,0.34044127854096273,28975.443811047167,3.8282083381083263,1297.797428222286,-7.713137091831163,1800.960882243607,0.7014481699111971
1,dataS/base/arff/base_data_16.arff,base,normal,0,CluStream,0.5445505056314097,0.24109813409986464,2947.3818848412893,4.00560657381294,12.869224204763933,0.4921446949157522,48.40031739089241,0.3601722294815917
2,dataS/base/arff/base_data_16.arff,base,normal,0,DenStream,0.9701077992308441,0.8349187029601964,77529.05489712265,1.3742565317439457,250.024393663701,-0.04348137981638314,133.80952040792204,0.7403905591491134
3,dataS/base/arff/base_data_16.arff,base,normal,0,BIRCH,0.7179249807564108,0.7010277765127289,12419.414668443193,0.44770240851985293,0.12275548985354197,1.5442948306607245,0.013832914095219908,0.6180990557437746
4,dataS/base/arff/base_data_16.arff,base,normal,0,StreamKM,0.08678017382228331,-0.09333178598139323,196.77288120840177,6.738763823538228,33.70265728168141,1.194726810933056,90.20127381502382,0.15440143041760562
5,dataS/base/arff/base_data_16.arff,base,normal,0,GT,0.9999999999999996,0.9471941995034975,67240.8603232594,1.2425610140780545,0.03172558329852408,0.7687923133821508,11.154337975070503,0.7998264445322042
6,dataS/base/arff/base_data_1.arff,base,normal,1,dSalmon,0.5561859005214124,0.3687316117987295,765.7006468910192,4.55584772489923,1053.5044966005992,-60.2046621124636,7445.178922981967,0.4889555341216687
7,dataS/base/arff/base_data_1.arff,base,normal,1,CluStream,0.18767617707569723,0.10475104780308991,1459.9676869694756,3.410698404265595,3.9787379292224,0.8103413520426866,1.217454544977768,-0.06363142836166717
8,dataS/base/arff/base_data_1.arff,base,normal,1,DenStream,0.9068592714165113,0.9116579833206906,50422.738351133434,0.18139112868129584,0.044973825157039155,2.1158725289621203,0.06922925534529875,0.680949423233754
9,dataS/base/arff/base_data_1.arff,base,normal,1,BIRCH,0.01399151381454795,-0.04660442620337146,80.23722988487604,12.115211112633993,26.24185508773361,1.2690901465458588,1.3700241099518795,0.2460901604739093
10,dataS/base/arff/base_data_1.arff,base,normal,1,StreamKM,0.01955019920558618,-0.05801551599414671,112.30943263127197,19.30838591276489,139.90565735042546,1.070821542063703,1.4476476721488198,0.19164827549804203
11,dataS/base/arff/base_data_1.arff,base,normal,1,GT,1.0,0.9362115414302292,45889.26149677839,1.1069732701814803,0.05973149878535312,1.6602939780239325,0.21329604751363107,0.8553308016430835
12,dataS/base/arff/base_data_5.arff,base,normal,2,dSalmon,0.931909468706404,0.546896995799208,19036.524538891936,1.8280987332534733,1032.0421632926957,-2.047427691331038,95.43003159710238,0.6253811903522803
13,dataS/base/arff/base_data_5.arff,base,normal,2,CluStream,0.16965023132671325,-0.11410234120078844,295.6734736147377,5.218866885447463,11.963130786673506,0.625864014896533,35.02094496037734,0.23061968206301522
14,dataS/base/arff/base_data_5.arff,base,normal,2,DenStream,0.9435113645863842,0.9052314731511284,30927.007251934247,0.16666946274352107,0.10908478369850749,1.6385129201736877,7.160734910934551,0.6607784925296596
15,dataS/base/arff/base_data_5.arff,base,normal,2,BIRCH,0.6525032560720799,0.5272140096912611,5337.437858677308,0.7040586652476821,0.30361560974718205,0.6440500843815861,0.5140917146867444,0.3618426365384693
16,dataS/base/arff/base_data_5.arff,base,normal,2,StreamKM,0.03123038796028634,-0.10303123170696765,50.94212582432618,15.11822345593236,66.82875997789958,0.10085348278895262,36.33414166247841,0.07283003584305
17,dataS/base/arff/base_data_5.arff,base,normal,2,GT,1.0000000000000002,0.9324064904783392,26824.44207653576,1.2036634443304774,0.09774556083423026,1.3021054094541469,10.707442094427158,0.8522440646498928
18,dataS/base/arff/base_data_2.arff,base,normal,3,dSalmon,0.6653450343875343,-0.051028159228768515,5546.190841937065,6.186149527776715,53.82975671884933,-9.198641139030048,0.0001240559651853939,0.5331766691480696
19,dataS/base/arff/base_data_2.arff,base,normal,3,CluStream,0.1366018751112343,0.2690970155560318,2075.575224192995,1.926034637151382,4.805962920759799,1.6237276895339383,1.2439976466037293e-06,0.11859501535489207
20,dataS/base/arff/base_data_2.arff,base,normal,3,DenStream,0.9145536623966023,0.859422143924178,79803.54833166087,0.21599032487748748,0.028232420849311848,1.4546368213090481,2.410314551760721e-07,0.7697492608228522
21,dataS/base/arff/base_data_2.arff,base,normal,3,BIRCH,0.9145939948406873,0.859441390904001,79796.71140483979,0.21631643226042052,0.028273377432196243,1.45650126098494,2.41544908898055e-07,0.770618134255511
22,dataS/base/arff/base_data_2.arff,base,normal,3,StreamKM,0.01893713415539675,0.09727562974990905,236.36418439344294,5.550674844264314,4.095718140246037,1.6382971685928673,1.2786049233153496e-06,-0.2032435642347745
23,dataS/base/arff/base_data_2.arff,base,normal,3,GT,0.9999999999999967,0.8717113175265757,57403.04130196353,1.16699731238799,0.041280504608944536,1.1826844443688844,7.257907645227059e-07,0.8447305520550272
24,dataS/base/arff/base_data_8.arff,base,normal,4,dSalmon,0.777398710873304,-0.3319846121062061,1801.735377935451,3.013356456994369,24.787695422857283,-14.763471878748533,0.05839311024349599,0.27548469942598725
25,dataS/base/arff/base_data_8.arff,base,normal,4,CluStream,0.03497277027340747,0.10161308836000767,410.4622180238974,4.432528318683165,57.86350665654453,1.501307214431327,0.00018623449593837597,-0.0804927761321563
26,dataS/base/arff/base_data_8.arff,base,normal,4,DenStream,0.8834427377494403,0.8269015936928379,46492.95770003399,0.24032292668849184,0.04735913511756553,1.3946583725220505,3.935171522381159e-05,0.7085321926669608
27,dataS/base/arff/base_data_8.arff,base,normal,4,BIRCH,0.012714483102310808,0.05734638867320721,153.39143477985905,7.123625157423525,318.80413277701643,1.5043762447440818,0.00020983404606325604,0.0969704331112653
28,dataS/base/arff/base_data_8.arff,base,normal,4,StreamKM,0.010934524116890746,0.0985268156743288,98.96777023645609,7.287974252989405,11.609166874849107,1.3544748097239867,0.0001895317596148025,-0.1602750740875301
29,dataS/base/arff/base_data_8.arff,base,normal,4,GT,1.0,0.8468866640984292,35140.10657082796,1.171273946036875,0.05506834855074339,1.190728772670734,9.995015389166883e-05,0.8505455761916947
30,dataS/base/arff/base_data_6.arff,base,normal,5,dSalmon,0.9331095771142509,0.29736649480206645,21262.679151327226,7.392749710056323,2287.8673941938923,-3.6390736990725303,1.3857890642965605,0.7722580912614798
31,dataS/base/arff/base_data_6.arff,base,normal,5,CluStream,0.06874228297891487,0.14940747815643418,1045.211768265348,2.8190838665180213,13.360987068534605,1.740334107675059,0.16353338848809199,0.16837264502579097
32,dataS/base/arff/base_data_6.arff,base,normal,5,DenStream,0.8583460929271514,0.920270183295521,78892.43077046718,0.1331963969659802,0.031218728573226384,1.8569177184723131,0.0006475434467346858,0.6552594498001809
33,dataS/base/arff/base_data_6.arff,base,normal,5,BIRCH,0.8605711136746329,0.9203745566695859,78975.0569331382,0.1331279442860908,0.0311948331878512,1.8618141720771892,0.0006336334818138656,0.6570393110298562
34,dataS/base/arff/base_data_6.arff,base,normal,5,StreamKM,0.2645587482657507,0.4191920447287922,4814.067472321564,1.1708502711987274,17.286250824660385,1.706736010025347,0.16624093561743994,0.13537329451734054
35,dataS/base/arff/base_data_6.arff,base,normal,5,GT,0.9999999999999982,0.9457093415667438,80091.71685297675,0.8578879235557965,0.03748665890559628,1.5379727825559484,0.013383465851202403,0.8768336450823664
36,dataS/base/arff/base_data_13.arff,base,normal,6,dSalmon,0.9009206202998502,0.2677703826020557,6260.992146945543,5.576864290098485,73.6165353074204,-3.7037372357945757,2.3191851028301808e-10,0.48469635673837064
37,dataS/base/arff/base_data_13.arff,base,normal,6,CluStream,0.05627568096570355,-0.05734467595763784,114.60008747444355,10.158521491233586,20.83466096904463,1.937539464874886,6.926250207756868e-11,0.18053375983374953
38,dataS/base/arff/base_data_13.arff,base,normal,6,DenStream,0.911970803233937,0.6565753947867864,11937.1868263653,8.298821815338604,56.17481030879586,1.247587965546082,5.5857833048847456e-11,0.5220252223859319
39,dataS/base/arff/base_data_13.arff,base,normal,6,BIRCH,0.014934496424255206,-0.05307645745128663,25.184195220530256,20.409186173750726,83.92087272378912,0.37365798523724886,7.3457923690524e-11,-0.11225113822866853
40,dataS/base/arff/base_data_13.arff,base,normal,6,StreamKM,0.08814507445688771,-0.038821631656449376,169.0511438443792,9.56439771974385,52.87603035176743,1.76554990885979,7.547010556694901e-11,0.19885316011089166
41,dataS/base/arff/base_data_13.arff,base,normal,6,GT,0.9999999999999998,0.7482043709290527,16360.21686271261,1.159020096365333,0.08705833039735537,2.003373336750759,4.0552408340907166e-11,0.7138727502022265
